word_id,sentence_id,word,label,is_ne,is_spelling_correct
203,11,530,OTH,,TRUE
204,11,na,FIL,,TRUE
205,11,ang,FIL,,TRUE
206,11,total,ENG,,TRUE
207,11,recoveries,ENG,,TRUE
208,11,sa,FIL,,TRUE
209,11,hanay,FIL,,TRUE
210,11,ng,FIL,,TRUE
211,11,PNP,OTH,ABB_NE,TRUE
212,11,sa,FIL,,TRUE
213,11,naturang,FIL,,TRUE
214,11,sakit,FIL,,TRUE
215,11,.,OTH,,TRUE
225,13,Busy,ENG,,TRUE
226,13,sa,FIL,,TRUE
227,13,pagpapadami,FIL,,TRUE
228,13,ng,FIL,,TRUE
229,13,votes,ENG,,TRUE
230,13,dun,FIL,,TRUE
231,13,sa,FIL,,TRUE
232,13,picture,ENG,,TRUE
233,13,ni,FIL,,TRUE
234,13,Belinda,OTH,NE,TRUE
235,13,whahaaahah,OTH,EXPR,TRUE
236,14,Kaya,FIL,,TRUE
237,14,ito,FIL,,TRUE
238,14,ngayon,FIL,,TRUE
239,14,ang,FIL,,TRUE
240,14,kinakatakutan,FIL,,TRUE
241,14,ng,FIL,,TRUE
242,14,mga,FIL,,TRUE
243,14,tao,FIL,,TRUE
244,14,sa,FIL,,TRUE
245,14,amin,FIL,,TRUE
246,14,.,OTH,,TRUE
247,15,Ikaw,FIL,,TRUE
248,15,pa,FIL,,TRUE
249,15,rin,FIL,,TRUE
250,15,ang,FIL,,TRUE
251,15,pipiliin,FIL,,TRUE
252,15,ko,FIL,,TRUE
292,17,Alamin,FIL,,TRUE
293,17,ang,FIL,,TRUE
294,17,4S,OTH,ABB,TRUE
295,17,LABAN,FIL,,TRUE
296,17,SA,FIL,,TRUE
297,17,DENGUE,ENG,NE,TRUE
298,17,upang,FIL,,TRUE
299,17,maiwasan,FIL,,TRUE
300,17,ang,FIL,,TRUE
301,17,sakit,FIL,,TRUE
302,17,na,FIL,,TRUE
303,17,ito,FIL,,TRUE
304,17,sa,FIL,,TRUE
305,17,ating,FIL,,TRUE
306,17,komunidad,FIL,,TRUE
307,17,.,OTH,,TRUE
308,18,yung,FIL,,TRUE
309,18,may,FIL,,TRUE
310,18,natutunan,FIL,,TRUE
311,18,ka,FIL,,TRUE
312,18,ng,FIL,,TRUE
313,18,recipe,ENG,,TRUE
314,18,tapos,FIL,,TRUE
315,18,ang,FIL,,TRUE
316,18,gwapo,FIL,,TRUE
317,18,pa,FIL,,TRUE
318,18,ng,FIL,,TRUE
319,18,chef,ENG,,TRUE
320,18,!,OTH,,TRUE
344,20,May,FIL,,TRUE
345,20,mga,FIL,,TRUE
346,20,bahagi,FIL,,TRUE
347,20,din,FIL,,TRUE
348,20,ito,FIL,,TRUE
349,20,katulad,FIL,,TRUE
350,20,ng,FIL,,TRUE
351,20,mga,FIL,,TRUE
352,20,talulot,FIL,,TRUE
353,20,na,FIL,,TRUE
354,20,napagkukunan,FIL,,TRUE
355,20,ng,FIL,,TRUE
356,20,.,OTH,,TRUE
357,21,Huwag,FIL,,TRUE
358,21,mong,FIL,,TRUE
359,21,hamakin,FIL,,TRUE
360,21,palagi,FIL,,TRUE
361,21,ang,FIL,,TRUE
362,21,iyong,FIL,,TRUE
363,21,sarili,FIL,,TRUE
364,21,.,OTH,,TRUE
365,22,Wala,FIL,,TRUE
366,22,nang,FIL,,TRUE
367,22,ibang,FIL,,TRUE
368,22,kayang,FIL,,TRUE
369,22,gawin,FIL,,TRUE
370,22,?,OTH,,TRUE
371,23,Kulang,FIL,,TRUE
372,23,pa,FIL,,TRUE
373,23,yan,FIL,,TRUE
374,23,kuya,FIL,,TRUE
375,23,gawin,FIL,,TRUE
376,23,mo,FIL,,TRUE
377,23,anim,FIL,,TRUE
378,23,ang,FIL,,TRUE
379,23,puge,FIL,,FALSE
380,23,mo,FIL,,TRUE
381,23,naman,FIL,,TRUE
423,25,Natanggal,FIL,,TRUE
424,25,na,FIL,,TRUE
425,25,sama,FIL,,TRUE
426,25,ng,FIL,,TRUE
427,25,loob,FIL,,TRUE
428,25,ko,FIL,,TRUE
429,25,ng,FIL,,TRUE
430,25,dahil,FIL,,TRUE
431,25,sa,FIL,,TRUE
432,25,basketball,ENG,,TRUE
433,26,mukhang,FIL,,TRUE
434,26,sa,FIL,,TRUE
435,26,literature,ENG,,TRUE
436,26,pa,FIL,,TRUE
437,26,ako,FIL,,TRUE
438,26,babagsak,FIL,,TRUE
439,26,ah,OTH,EXPR,TRUE
472,31,lakas,FIL,,TRUE
473,31,magbigay,FIL,,TRUE
474,31,ng,FIL,,TRUE
475,31,ano,FIL,,TRUE
476,31,",",OTH,,TRUE
477,31,di,FIL,,TRUE
478,31,naman,FIL,,TRUE
479,31,pala,FIL,,TRUE
480,31,totoo,FIL,,TRUE
497,34,na,FIL,,TRUE
498,34,magtala,FIL,,TRUE
499,34,ng,FIL,,TRUE
500,34,pinakamataas,FIL,,TRUE
501,34,na,FIL,,TRUE
502,34,arawang,FIL,,TRUE
503,34,pagtala,FIL,,TRUE
504,34,ng,FIL,,TRUE
505,34,mga,FIL,,TRUE
506,34,kaso,FIL,,TRUE
507,34,.,OTH,,TRUE
508,35,Kung,FIL,,TRUE
509,35,totoong,FIL,,TRUE
510,35,may,FIL,,TRUE
511,35,ibang,FIL,,TRUE
512,35,tao,FIL,,TRUE
513,35,na,FIL,,TRUE
514,35,nagkanulo,FIL,,TRUE
515,35,sa,FIL,,TRUE
516,35,Diyos,FIL,NE,TRUE
517,35,",",OTH,,TRUE
518,35,tiyak,FIL,,TRUE
519,35,na,FIL,,TRUE
520,35,lubhang,FIL,,TRUE
521,35,nasasaktan,FIL,,TRUE
522,35,at,FIL,,TRUE
523,35,nagdadalamhati,FIL,,TRUE
524,35,ngayon,FIL,,TRUE
525,35,ang,FIL,,TRUE
526,35,Diyos,FIL,NE,TRUE
527,35,",",OTH,,TRUE
528,35,at,FIL,,TRUE
529,35,dapat,FIL,,TRUE
530,35,kong,FIL,,TRUE
531,35,subukan,FIL,,TRUE
532,35,ngayong,FIL,,TRUE
533,35,aliwin,FIL,,TRUE
534,35,ang,FIL,,TRUE
535,35,puso,FIL,,TRUE
536,35,ng,FIL,,TRUE
537,35,Diyos,FIL,NE,TRUE
538,35,sa,FIL,,TRUE
539,35,pamamagitan,FIL,,TRUE
540,35,ng,FIL,,TRUE
541,35,aking,FIL,,TRUE
542,35,sariling,FIL,,TRUE
543,35,katapatan,FIL,,TRUE
544,35,.,OTH,,TRUE
600,38,Paano,FIL,,TRUE
601,38,magiging,FIL,,TRUE
602,38,kapareho,FIL,,TRUE
603,38,ng,FIL,,TRUE
604,38,Diyos,FIL,NE,TRUE
605,38,ang,FIL,,TRUE
606,38,Kanyang,FIL,,TRUE
607,38,sangnilikha,FIL,,TRUE
608,38,?,OTH,,TRUE
609,39,Naghahanap,FIL,,TRUE
610,39,po,FIL,,TRUE
611,39,ako,FIL,,TRUE
612,39,nang,FIL,,TRUE
613,39,mas,FIL,,TRUE
614,39,matanda,FIL,,TRUE
615,39,sa,FIL,,TRUE
616,39,akin,FIL,,TRUE
617,39,.,OTH,,TRUE
632,41,Kakahiya,FIL,,TRUE
633,41,kayo,FIL,,TRUE
634,41,GMA,OTH,ABB_NE,TRUE
635,41,",",OTH,,TRUE
636,41,hanap,FIL,,TRUE
637,41,naman,FIL,,TRUE
638,41,kayo,FIL,,TRUE
639,41,ng,FIL,,TRUE
640,41,sensitive,ENG,,TRUE
641,41,na,FIL,,TRUE
642,41,interviewee,ENG,,TRUE
643,41,sa,FIL,,TRUE
644,41,isyu,FIL,,TRUE
645,41,.,OTH,,TRUE
646,42,patapos,FIL,,TRUE
647,42,na,FIL,,TRUE
648,42,yung,FIL,,TRUE
649,42,buwan,FIL,,TRUE
650,42,ng,FIL,,TRUE
651,42,oct,OTH,ABB,TRUE
793,46,"""",OTH,,TRUE
794,46,Ask,ENG,,TRUE
795,46,ko,FIL,,TRUE
796,46,lang,FIL,,TRUE
797,46,sana,FIL,,TRUE
798,46,if,ENG,,TRUE
799,46,hindi,FIL,,TRUE
800,46,ako,FIL,,TRUE
801,46,nakakaistorbo,FIL,,TRUE
802,46,sa,FIL,,TRUE
803,46,pagbabasa,FIL,,TRUE
804,46,mo,FIL,,TRUE
805,46,"""",OTH,,TRUE
806,46,"""",OTH,,TRUE
807,46,Yes,ENG,,TRUE
808,46,ok,ENG,,TRUE
809,46,lang,FIL,,TRUE
810,46,naman,FIL,,TRUE
811,46,"""",OTH,,TRUE
812,46,"""",OTH,,TRUE
813,46,Bakit,FIL,,TRUE
814,46,ba,FIL,,TRUE
815,46,ang,FIL,,TRUE
816,46,daming,FIL,,TRUE
817,46,fangirls,ENG,,TRUE
818,46,nila,FIL,,TRUE
819,46,?,OTH,,TRUE
842,48,Sa,FIL,,TRUE
843,48,opisyal,FIL,,TRUE
844,48,na,FIL,,TRUE
845,48,pagkaluklok,FIL,,TRUE
846,48,kay,FIL,,TRUE
847,48,Velasco,OTH,NE,TRUE
848,48,",",OTH,,TRUE
849,48,ang,FIL,,TRUE
850,48,bawat,FIL,,TRUE
851,48,partido,FIL,,TRUE
852,48,sa,FIL,,TRUE
853,48,Kamara,FIL,NE,TRUE
854,48,ay,FIL,,TRUE
855,48,nagpahayag,FIL,,TRUE
856,48,ng,FIL,,TRUE
857,48,kanilang,FIL,,TRUE
858,48,suportado,FIL,,TRUE
859,48,sa,FIL,,TRUE
860,48,liderato,FIL,,TRUE
861,48,nito,FIL,,TRUE
862,48,.,OTH,,TRUE
970,54,Eh,OTH,EXPR,TRUE
971,54,diba,FIL,,TRUE
972,54,kayong,FIL,,TRUE
973,54,mga,FIL,,TRUE
974,54,bumoboto,FIL,,TRUE
975,54,nakasalalay,FIL,,TRUE
976,54,sa,FIL,,TRUE
977,54,inyo,FIL,,TRUE
978,54,kung,FIL,,TRUE
979,54,sino,FIL,,TRUE
980,54,ang,FIL,,TRUE
981,54,ihahalal,FIL,,TRUE
982,54,?,OTH,,TRUE
983,55,Ang,FIL,,TRUE
984,55,sarap,FIL,,TRUE
985,55,nang,FIL,,TRUE
986,55,feeling,ENG,,TRUE
987,55,na,FIL,,TRUE
988,55,may,FIL,,TRUE
989,55,kaibigan,FIL,,TRUE
990,55,ka,FIL,,TRUE
991,55,na,FIL,,TRUE
992,55,mahal,FIL,,TRUE
993,55,.,OTH,,TRUE
994,57,Hahaha,OTH,EXPR,TRUE
995,57,sa,FIL,,TRUE
996,57,tagal,FIL,,TRUE
997,57,ngayon,FIL,,TRUE
998,57,nalang,FIL,,TRUE
999,57,nagkaron,FIL,,TRUE
1000,57,ng,FIL,,TRUE
1001,57,mahabang,FIL,,TRUE
1002,57,title,ENG,,TRUE
1003,57,hahaha,OTH,EXPR,TRUE
1024,59,Sinasabing,FIL,,TRUE
1025,59,pili,FIL,,TRUE
1026,59,ang,FIL,,TRUE
1027,59,mga,FIL,,TRUE
1028,59,pinagsasarang,FIL,,TRUE
1029,59,tindahan,FIL,,TRUE
1030,59,.,OTH,,TRUE
1031,60,Please,ENG,,TRUE
1032,60,pasagot,FIL,,TRUE
1033,60,po,FIL,,TRUE
1034,60,ayoko,FIL,,TRUE
1035,60,na,FIL,,TRUE
1036,60,po,FIL,,TRUE
1037,60,kasi,FIL,,TRUE
1038,60,siyang,FIL,,TRUE
1039,60,maging,FIL,,TRUE
1040,60,prof,OTH,ABB,TRUE
1041,60,ulit,FIL,,TRUE
1042,60,sa,FIL,,TRUE
1043,60,next,ENG,,TRUE
1044,60,sem,OTH,ABB,TRUE
1045,61,Bibigyan,FIL,,TRUE
1046,61,natin,FIL,,TRUE
1047,61,ng,FIL,,TRUE
1048,61,flexibility,ENG,,TRUE
1049,61,ang,FIL,,TRUE
1050,61,ating,FIL,,TRUE
1051,61,mga,FIL,,TRUE
1052,61,government,ENG,,TRUE
1053,61,chief,ENG,,TRUE
1054,61,executive,ENG,,TRUE
1055,61,para,FIL,,TRUE
1056,61,i-determine,FIL,,TRUE
1057,61,sino,FIL,,TRUE
1058,61,ang,FIL,,TRUE
1059,61,mga,FIL,,TRUE
1060,61,kasama,FIL,,TRUE
1061,61,sa,FIL,,TRUE
1062,61,A5,OTH,ABB,TRUE
1063,61,(,OTH,,TRUE
1064,61,We,ENG,,TRUE
1065,61,will,ENG,,TRUE
1066,61,start,ENG,,TRUE
1067,61,with,ENG,,TRUE
1068,61,A4,OTH,ABB,TRUE
1069,61,vaccination,ENG,,TRUE
1070,61,in,ENG,,TRUE
1071,61,NCR,OTH,ABB_NE,TRUE
1072,61,Plus,ENG,,TRUE
1073,61,8,OTH,,TRUE
1074,61,.,OTH,,TRUE
1090,63,Si,FIL,,TRUE
1091,63,Vanessa,OTH,NE,TRUE
1092,63,Valdez,OTH,NE,TRUE
1093,63,na,FIL,,TRUE
1094,63,isang,FIL,,TRUE
1095,63,housekeeper,ENG,,TRUE
1096,63,sa,FIL,,TRUE
1097,63,Texas,ENG,NE,TRUE
1098,63,ay,FIL,,TRUE
1099,63,nagtuturo,FIL,,TRUE
1100,63,kung,FIL,,TRUE
1101,63,paano,FIL,,TRUE
1102,63,linisin,FIL,,TRUE
1103,63,ang,FIL,,TRUE
1104,63,bawat,FIL,,TRUE
1105,63,sulok,FIL,,TRUE
1106,63,ng,FIL,,TRUE
1107,63,bahay,FIL,,TRUE
1108,63,.,OTH,,TRUE
1209,66,Huwag,FIL,,TRUE
1210,66,kayong,FIL,,TRUE
1211,66,lalaban,FIL,,TRUE
1212,66,baka,FIL,,TRUE
1213,66,mabura,FIL,,TRUE
1214,66,kayo,FIL,,TRUE
1215,66,sa,FIL,,TRUE
1216,66,mapa,FIL,,TRUE
1217,67,Samantala,FIL,,TRUE
1218,67,",",OTH,,TRUE
1219,67,lumampas,FIL,,TRUE
1220,67,na,FIL,,TRUE
1221,67,sa,FIL,,TRUE
1222,67,36,OTH,,TRUE
1223,67,milyon,FIL,,TRUE
1224,67,ang,FIL,,TRUE
1225,67,dami,FIL,,TRUE
1226,67,ng,FIL,,TRUE
1227,67,mga,FIL,,TRUE
1228,67,taong,FIL,,TRUE
1229,67,nadapuan,FIL,,TRUE
1230,67,ng,FIL,,TRUE
1231,67,COVID-19,OTH,ABB_NE,TRUE
1232,67,sa,FIL,,TRUE
1233,67,buong,FIL,,TRUE
1234,67,mundo,FIL,,TRUE
1235,67,.,OTH,,TRUE
1236,68,Sa,FIL,,TRUE
1237,68,Budismo,FIL,NE,TRUE
1238,68,",",OTH,,TRUE
1239,68,ang,FIL,,TRUE
1240,68,pagtatamo,FIL,,TRUE
1241,68,ng,FIL,,TRUE
1242,68,kawalang-kamatayan,FIL,,TRUE
1243,68,ay,FIL,,TRUE
1244,68,nangangahulugang,FIL,,TRUE
1245,68,pagpasok,FIL,,TRUE
1246,68,sa,FIL,,TRUE
1247,68,Nirvana,OTH,NE,TRUE
1248,68,",",OTH,,TRUE
1249,68,ngunit,FIL,,TRUE
1250,68,ano,FIL,,TRUE
1251,68,ang,FIL,,TRUE
1252,68,tawag,FIL,,TRUE
1253,68,nila,FIL,,TRUE
1254,68,dito,FIL,,TRUE
1255,68,sa,FIL,,TRUE
1256,68,Kristiyanismo,FIL,NE,TRUE
1257,68,?,OTH,,TRUE
1276,71,Baka,FIL,,TRUE
1277,71,matalo,FIL,,TRUE
1278,71,kayo,FIL,,TRUE
1279,71,ng,FIL,,TRUE
1280,71,jamill,OTH,NE,TRUE
1281,71,haha,OTH,EXPR,TRUE
1322,74,MagpaGA,OTH,ABB,TRUE
1323,74,na,FIL,,TRUE
1324,74,lang,FIL,,TRUE
1325,74,kaya,FIL,,TRUE
1326,74,ako,FIL,,TRUE
1327,74,ng,FIL,,TRUE
1328,74,bigas,FIL,,TRUE
1329,74,para,FIL,,TRUE
1330,74,sa,FIL,,TRUE
1331,74,birthday,ENG,,TRUE
1332,74,ni,FIL,,TRUE
1333,74,Woozi,OTH,NE,TRUE
1334,74,?,OTH,,TRUE
1378,77,kawawa,FIL,,TRUE
1379,77,ang,FIL,,TRUE
1380,77,mga,FIL,,TRUE
1381,77,kabataan,FIL,,TRUE
1382,77,dahil,FIL,,TRUE
1383,77,sa,FIL,,TRUE
1384,77,drugs,ENG,,TRUE
1385,77,na,FIL,,TRUE
1386,77,yan,FIL,,TRUE
1399,79,Sa,FIL,,TRUE
1400,79,buong,FIL,,TRUE
1401,79,buhay,FIL,,TRUE
1402,79,ko,FIL,,TRUE
1403,79,",",OTH,,TRUE
1404,79,wala,FIL,,TRUE
1405,79,akong,FIL,,TRUE
1406,79,laban,FIL,,TRUE
1407,79,na,FIL,,TRUE
1408,79,inaatrasan,FIL,,TRUE
1409,79,dahil,FIL,,TRUE
1410,79,sa,FIL,,TRUE
1411,79,ngalan,FIL,,TRUE
1412,79,ng,FIL,,TRUE
1413,79,prinsipyo,FIL,,TRUE
1414,79,",",OTH,,TRUE
1415,79,karangalan,FIL,,TRUE
1416,79,ng,FIL,,TRUE
1417,79,bayan,FIL,,TRUE
1418,79,ay,FIL,,TRUE
1419,79,tumayo,FIL,,TRUE
1420,79,ako,FIL,,TRUE
1421,79,",",OTH,,TRUE
1422,79,nanindigan,FIL,,TRUE
1423,79,at,FIL,,TRUE
1424,79,nakikipaglaban,FIL,,TRUE
1425,79,.,OTH,,TRUE
1426,80,Need,ENG,,TRUE
1427,80,tignan,FIL,,TRUE
1428,80,ng,FIL,,TRUE
1429,80,present,ENG,,TRUE
1430,80,school,ENG,,TRUE
1431,80,ang,FIL,,TRUE
1432,80,history,ENG,,TRUE
1433,80,ng,FIL,,TRUE
1434,80,student,ENG,,TRUE
1435,80,sa,FIL,,TRUE
1436,80,LIS,OTH,ABB_NE,TRUE
1437,80,.,OTH,,TRUE
1460,82,Naiyak,FIL,,TRUE
1461,82,ako,FIL,,TRUE
1462,82,doon,FIL,,TRUE
1463,82,sa,FIL,,TRUE
1464,82,sinabi,FIL,,TRUE
1465,82,ng,FIL,,TRUE
1466,82,tatay,FIL,,TRUE
1467,82,na,FIL,,TRUE
1468,82,"""",OTH,,TRUE
1469,82,Anak,FIL,,TRUE
1470,82,",",OTH,,TRUE
1471,82,"""",OTH,,TRUE
1472,82,,OTH,,TRUE
1473,82,at,FIL,,TRUE
1474,82,"""",OTH,,TRUE
1475,82,I,ENG,,TRUE
1476,82,love,ENG,,TRUE
1477,82,you,ENG,,TRUE
1478,82,.,OTH,,TRUE
1479,82,"""",OTH,,TRUE
1480,82,,OTH,,TRUE
1481,83,Sa,FIL,,TRUE
1482,83,sobrang,FIL,,TRUE
1483,83,pag,FIL,,TRUE
1484,83,titipid,FIL,,TRUE
1485,83,ng,FIL,,TRUE
1486,83,gobyerno,FIL,,TRUE
1487,83,ayan,FIL,,TRUE
1488,83,buhay,FIL,,TRUE
1489,83,ng,FIL,,TRUE
1490,83,mga,FIL,,TRUE
1491,83,sundalo,FIL,,TRUE
1492,83,natin,FIL,,TRUE
1493,83,ang,FIL,,TRUE
1494,83,naka,FIL,,TRUE
1495,83,taya,FIL,,TRUE
1496,83,.,OTH,,TRUE
1511,85,Isinailalim,FIL,,TRUE
1512,85,sa,FIL,,TRUE
1513,85,state,ENG,,TRUE
1514,85,of,ENG,,TRUE
1515,85,calamity,ENG,,TRUE
1516,85,ang,FIL,,TRUE
1517,85,Barangay,FIL,NE,TRUE
1518,85,Pasian,OTH,NE,TRUE
1519,85,sa,FIL,,TRUE
1520,85,bayan,FIL,,TRUE
1521,85,ng,FIL,,TRUE
1522,85,Monkayo,OTH,NE,TRUE
1523,85,",",OTH,,TRUE
1524,85,Davao,OTH,NE,TRUE
1525,85,de,OTH,NE,TRUE
1526,85,Oro,OTH,NE,TRUE
1527,85,ngayong,FIL,,TRUE
1528,85,Biyernes,FIL,,TRUE
1529,85,",",OTH,,TRUE
1530,85,dahil,FIL,,TRUE
1531,85,sa,FIL,,TRUE
1532,85,diarrhea,ENG,,TRUE
1533,85,outbreak,ENG,,TRUE
1534,85,na,FIL,,TRUE
1535,85,nagsimula,FIL,,TRUE
1536,85,noong,FIL,,TRUE
1537,85,Linggo,FIL,,TRUE
1538,85,.,OTH,,TRUE
1546,87,Pero,FIL,,TRUE
1547,87,sa,FIL,,TRUE
1548,87,totoo,FIL,,TRUE
1549,87,lang,FIL,,TRUE
1550,87,",",OTH,,TRUE
1551,87,bagay,FIL,,TRUE
1552,87,sana,FIL,,TRUE
1553,87,na,FIL,,TRUE
1554,87,gumawa,FIL,,TRUE
1555,87,rin,FIL,,TRUE
1556,87,sila,FIL,,TRUE
1557,87,ng,FIL,,TRUE
1558,87,pelikula,FIL,,TRUE
1559,87,ni,FIL,,TRUE
1560,87,Julia,OTH,NE,TRUE
1561,87,",",OTH,,TRUE
1562,87,di,FIL,EXPR,TRUE
1563,87,ba,FIL,EXPR,TRUE
1564,87,?,OTH,,TRUE
1565,88,Marahil,FIL,,TRUE
1566,88,nagkaroon,FIL,,TRUE
1567,88,ng,FIL,,TRUE
1568,88,pagbabago,FIL,,TRUE
1569,88,kasi,FIL,,TRUE
1570,88,magkalapit,FIL,,TRUE
1571,88,lamang,FIL,,TRUE
1572,88,sila,FIL,,TRUE
1573,88,ng,FIL,,TRUE
1574,88,pagbigkas,FIL,,TRUE
1575,88,.,OTH,,TRUE
1576,89,Isiniwalat,FIL,,TRUE
1577,89,ni,FIL,,TRUE
1578,89,Jeffrey,OTH,NE,TRUE
1579,89,kung,FIL,,TRUE
1580,89,ano,FIL,,TRUE
1581,89,ba,FIL,,TRUE
1582,89,talaga,FIL,,TRUE
1583,89,ang,FIL,,TRUE
1584,89,nangyari,FIL,,TRUE
1585,89,.,OTH,,TRUE
1586,90,Patay,FIL,,TRUE
1587,90,ang,FIL,,TRUE
1588,90,dalawang,FIL,,TRUE
1589,90,big-time,ENG,,TRUE
1590,90,drug,ENG,,TRUE
1591,90,pusher,ENG,,TRUE
1592,90,habang,FIL,,TRUE
1593,90,tinatayang,FIL,,TRUE
1594,90,nasa,FIL,,TRUE
1595,90,31,OTH,,TRUE
1596,90,kilo,FIL,,TRUE
1597,90,ng,FIL,,TRUE
1598,90,shabu,FIL,,TRUE
1599,90,na,FIL,,TRUE
1600,90,nagkakahalaga,FIL,,TRUE
1601,90,ng,FIL,,TRUE
1602,90,P210,OTH,,TRUE
1603,90,milyon,FIL,,TRUE
1604,90,ang,FIL,,TRUE
1605,90,nasamsam,FIL,,TRUE
1606,90,sa,FIL,,TRUE
1607,90,mga,FIL,,TRUE
1608,90,ito,FIL,,TRUE
1609,90,",",OTH,,TRUE
1610,90,matapos,FIL,,TRUE
1611,90,ang,FIL,,TRUE
1612,90,buy-bust,ENG,,TRUE
1613,90,operation,ENG,,TRUE
1614,90,ng,FIL,,TRUE
1615,90,Philippine,ENG,NE,TRUE
1616,90,National,ENG,NE,TRUE
1617,90,Police-Drug,ENG,NE,TRUE
1618,90,Enforcement,ENG,NE,TRUE
1619,90,Group,ENG,NE,TRUE
1620,90,(,OTH,,TRUE
1621,90,PDEG,OTH,ABB_NE,TRUE
1622,90,),OTH,,TRUE
1623,90,sa,FIL,,TRUE
1624,90,Las,FIL,NE,TRUE
1625,90,Pinas,FIL,NE,TRUE
1626,90,City,ENG,NE,TRUE
1627,90,",",OTH,,TRUE
1628,90,Martes,FIL,,TRUE
1629,90,ng,FIL,,TRUE
1630,90,gabi,FIL,,TRUE
1631,90,.,OTH,,TRUE
1632,91,Si,FIL,,TRUE
1633,91,baby,ENG,,TRUE
1634,91,yung,FIL,,TRUE
1635,91,nakakaawa,FIL,,TRUE
1636,91,pag,FIL,,TRUE
1637,91,nagkasipon,FIL,,TRUE
1638,91,si,FIL,,TRUE
1639,91,baby,ENG,,TRUE
1640,91,dahil,FIL,,TRUE
1641,91,nagpapahamog,FIL,,TRUE
1642,91,ka,FIL,,TRUE
1643,91,ng,FIL,,TRUE
1644,91,nagbubuntis,FIL,,TRUE
1645,91,.,OTH,,TRUE
1655,94,hAHAHAHHAAHSHHAHA,OTH,EXPR,TRUE
1656,94,pls,OTH,ABB,TRUE
1657,94,kaharap,FIL,,TRUE
1658,94,ko,FIL,,TRUE
1659,94,ngayon,FIL,,TRUE
